UniProtKB_AC,Ensembl_Protein
Q9Y5E4,ENSP00000231134
Q9Y5E3,ENSP00000231136
Q9Y5E2,ENSP00000231137
Q9Y5E8,ENSP00000231173
Q9NWX6,ENSP00000231198
P29460,ENSP00000231228
Q99614,ENSP00000231238
Q9UIQ6,ENSP00000231368
Q9BYV1,ENSP00000231420
P05112,ENSP00000231449
P05113,ENSP00000231454
Q92187,ENSP00000231461
Q9NPG4,ENSP00000231484
P63208,ENSP00000231487
O75694,ENSP00000231498
P04150,ENSP00000231509
Q8NC54,ENSP00000231512
P36406,ENSP00000231524
P54136,ENSP00000231572
P47902,ENSP00000231656
Q12981,ENSP00000231668
Q8TBB6,ENSP00000231706
Q9NS98,ENSP00000231721
O75800,ENSP00000231749
P02788,ENSP00000231751
P40692,ENSP00000231790
Q08426,ENSP00000231887
Q96SW2,ENSP00000231948
P04196,ENSP00000232003
P50120,ENSP00000232217
Q16877,ENSP00000232375
Q14469,ENSP00000232424
P11488,ENSP00000232461
O75896,ENSP00000232496
Q8WTW4,ENSP00000232501
Q9HAV0,ENSP00000232564
Q86VD1,ENSP00000232603
P11172,ENSP00000232607
Q969K4,ENSP00000232744
O94889,ENSP00000232766
O43818,ENSP00000232888
P22760,ENSP00000232892
O60739,ENSP00000232905
Q9UFB7,ENSP00000232974
P63316,ENSP00000232975
P30414,ENSP00000232978
Q9Y6A9,ENSP00000233025
P51957,ENSP00000233027
Q8IWB7,ENSP00000233055
P19525,ENSP00000233057
Q96EP5,ENSP00000233078
Q9P2D3,ENSP00000233099
Q9UPY8,ENSP00000233121
P63313,ENSP00000233143
P43246,ENSP00000233146
O43639,ENSP00000233154
P10646,ENSP00000233156
P49279,ENSP00000233202
P04114,ENSP00000233242
Q9C086,ENSP00000233331
Q8NG68,ENSP00000233336
Q96GK7,ENSP00000233379
Q9Y3B4,ENSP00000233468
Q99726,ENSP00000233535
Q15036,ENSP00000233575
Q96HR9,ENSP00000233596
Q96G27,ENSP00000233615
Q49AM3,ENSP00000233623
O75251,ENSP00000233627
Q9BSM1,ENSP00000233630
O43763,ENSP00000233638
Q99704,ENSP00000233668
P28330,ENSP00000233710
P05451,ENSP00000233735
P18065,ENSP00000233809
P24593,ENSP00000233813
O60928,ENSP00000233826
P38435,ENSP00000233838
Q9Y3R4,ENSP00000233840
P61604,ENSP00000233893
Q9Y6F9,ENSP00000233948
Q01638,ENSP00000233954
Q9UBY0,ENSP00000233969
P20160,ENSP00000233997
Q15435,ENSP00000234038
P04070,ENSP00000234071
Q02363,ENSP00000234091
P11926,ENSP00000234111
Q9H8Y8,ENSP00000234160
Q03701,ENSP00000234170
A0A0C4DFM4,ENSP00000234195
Q07687,ENSP00000234198
P43007,ENSP00000234256
Q13416,ENSP00000234296
P63098,ENSP00000234310
P08567,ENSP00000234313
P24158,ENSP00000234347
Q969F8,ENSP00000234371
O60391,ENSP00000234389
Q9UIW0,ENSP00000234392
P15313,ENSP00000234396
P52701,ENSP00000234420
Q9HB20,ENSP00000234453
P35270,ENSP00000234454
P51797,ENSP00000234488
A8K7I4,ENSP00000234701
O00512,ENSP00000234739
Q9NRR2,ENSP00000234798
O95841,ENSP00000234816
Q96MN5,ENSP00000234827
Q9BXS4,ENSP00000234831
P41143,ENSP00000234961
Q9BQA1,ENSP00000235090
Q9H246,ENSP00000235307
Q9UI95,ENSP00000235310
Q5JXC2,ENSP00000235332
Q9NTN3,ENSP00000235345
O60809,ENSP00000235347
O60810,ENSP00000235349
Q13029,ENSP00000235372
P41220,ENSP00000235382
Q9UGM6,ENSP00000235521
Q9BXI3,ENSP00000235628
O43488,ENSP00000235835
Q32P28,ENSP00000236040
O60779,ENSP00000236137
O75379,ENSP00000236192
O95926,ENSP00000236273
Q2M3M2,ENSP00000236495
P07339,ENSP00000236671
Q9UNA3,ENSP00000236709
P22894,ENSP00000236826
P02647,ENSP00000236850
Q9UPR5,ENSP00000236877
Q08AD1,ENSP00000236925
P31939,ENSP00000236959
P09430,ENSP00000236979
P02766,ENSP00000237014
Q5TA12,ENSP00000237163
Q7Z7B0,ENSP00000237172
Q9HBV2,ENSP00000237201
P62380,ENSP00000237264
Q5TFG8,ENSP00000237275
Q8TB52,ENSP00000237281
Q7Z6V5,ENSP00000237283
Q8TBY8,ENSP00000237353
Q9H204,ENSP00000237380
O00237,ENSP00000237455
P04844,ENSP00000237530
O94964,ENSP00000237536
Q13563,ENSP00000237596
O95210,ENSP00000237642
Q14094,ENSP00000237654
P49788,ENSP00000237696
Q9H6V9,ENSP00000237822
Q9GZV9,ENSP00000237837
O00472,ENSP00000237853
Q9Y2T3,ENSP00000238018
Q9H1Z8,ENSP00000238044
Q9UKF6,ENSP00000238112
Q8NHQ9,ENSP00000238146
Q53HC0,ENSP00000238156
Q9BSH5,ENSP00000238379
O75351,ENSP00000238497
P48595,ENSP00000238508
P56915,ENSP00000238558
Q86TW2,ENSP00000238561
Q9H2X8,ENSP00000238609
Q8TD19,ENSP00000238616
Q96FT9,ENSP00000238628
Q9H1B7,ENSP00000238647
P49753,ENSP00000238651
Q9UPI3,ENSP00000238667
P10600,ENSP00000238682
Q9BWT3,ENSP00000238714
Q53FA7,ENSP00000238721
P17081,ENSP00000238738
Q6NUQ4,ENSP00000238788
Q9ULI0,ENSP00000238789
Q8NCA5,ENSP00000238823
Q9BSR8,ENSP00000238831
Q3ZCW2,ENSP00000238875
Q9P021,ENSP00000238892
Q14CX5,ENSP00000238936
Q9UQK1,ENSP00000238994
P49683,ENSP00000239032
P17481,ENSP00000239144
P09067,ENSP00000239151
P09629,ENSP00000239165
P28562,ENSP00000239223
Q9H999,ENSP00000239231
P35548,ENSP00000239243
Q14641,ENSP00000239316
P01567,ENSP00000239347
Q86VZ4,ENSP00000239367
Q8IYT3,ENSP00000239374
Q8WWN8,ENSP00000239440
Q9UN66,ENSP00000239444
Q9UN67,ENSP00000239446
Q9Y5E9,ENSP00000239449
Q9Y5F1,ENSP00000239450
Q9BXI2,ENSP00000239451
P54821,ENSP00000239461
Q9UQP3,ENSP00000239462
Q9BWV7,ENSP00000239587
Q5EBL8,ENSP00000239666
Q96RS6,ENSP00000239690
Q9BR77,ENSP00000239830
P32519,ENSP00000239882
Q9Y673,ENSP00000239891
Q9NYF3,ENSP00000239906
A0A0C4DFM5,ENSP00000239926
P18146,ENSP00000239938
P35080,ENSP00000239940
P25208,ENSP00000240055
Q9Y3C0,ENSP00000240079
Q9NPG1,ENSP00000240093
Q13115,ENSP00000240100
O60504,ENSP00000240123
Q13148,ENSP00000240185
O60811,ENSP00000240189
Q8IZV5,ENSP00000240285
Q92988,ENSP00000240306
P38432,ENSP00000240316
Q13207,ENSP00000240328
Q8IWB6,ENSP00000240361
Q9C073,ENSP00000240364
Q15003,ENSP00000240423
Q9BWT6,ENSP00000240488
Q15928,ENSP00000240499
Q63HK5,ENSP00000240587
Q9NYW2,ENSP00000240615
Q6P4A8,ENSP00000240617
P26718,ENSP00000240618
Q9NYW0,ENSP00000240619
Q8WU10,ENSP00000240651
P10997,ENSP00000240652
Q9NYW3,ENSP00000240687
Q9NYW1,ENSP00000240691
Q92734,ENSP00000240851
O60229,ENSP00000240874
Q9GZZ1,ENSP00000240922
Q9UQF2,ENSP00000241014
Q9Y5Y5,ENSP00000241041
Q96QD5,ENSP00000241051
P04040,ENSP00000241052
Q9Y6H8,ENSP00000241125
Q92847,ENSP00000241256
P50591,ENSP00000241261
Q8N436,ENSP00000241305
P28161,ENSP00000241337
P0DMS8,ENSP00000241356
P27037,ENSP00000241416
Q9UBT6,ENSP00000241436
P36888,ENSP00000241453
Q6T310,ENSP00000241463
Q96QD9,ENSP00000241502
P15173,ENSP00000241651
P35869,ENSP00000242057
Q3SYG4,ENSP00000242067
P0CE72,ENSP00000242104
Q7L9B9,ENSP00000242108
A6NGB9,ENSP00000242140
P31268,ENSP00000242159
P08476,ENSP00000242208
O60896,ENSP00000242249
Q9UI43,ENSP00000242257
Q15672,ENSP00000242261
P09496,ENSP00000242285
Q9UPV7,ENSP00000242315
Q7Z2W4,ENSP00000242351
P51857,ENSP00000242375
Q9Y4Z2,ENSP00000242462
P10124,ENSP00000242465
P11161,ENSP00000242480
Q96BN6,ENSP00000242505
P13051,ENSP00000242576
Q8WYA0,ENSP00000242591
P16219,ENSP00000242592
Q9Y3C5,ENSP00000242719
Q9C0J9,ENSP00000242728
Q14714,ENSP00000242729
O00148,ENSP00000242776
Q9BQ61,ENSP00000242784
P48960,ENSP00000242786
Q9H7R0,ENSP00000242804
Q6NSX1,ENSP00000242819
Q9BY08,ENSP00000242827
P35670,ENSP00000242839
Q5T200,ENSP00000242848
Q9HD90,ENSP00000242994
Q53FV1,ENSP00000243045
Q01064,ENSP00000243052
P31276,ENSP00000243056
Q07954,ENSP00000243077
P31275,ENSP00000243103
P09630,ENSP00000243108
O00519,ENSP00000243167
Q9BUV0,ENSP00000243189
P61619,ENSP00000243253
Q9NP90,ENSP00000243298
P43362,ENSP00000243314
Q5UIP0,ENSP00000243326
Q7Z4L5,ENSP00000243344
Q13287,ENSP00000243346
P98066,ENSP00000243347
Q8NER5,ENSP00000243349
Q7Z2H8,ENSP00000243389
Q9NR55,ENSP00000243440
P63252,ENSP00000243457
Q9BZM1,ENSP00000243501
P09012,ENSP00000243563
Q9BPU9,ENSP00000243578
P20851,ENSP00000243611
Q9GZX5,ENSP00000243644
P57729,ENSP00000243662
Q9NYM4,ENSP00000243673
Q68CZ6,ENSP00000243706
Q8IZ52,ENSP00000243776
P05111,ENSP00000243786
Q9H0I2,ENSP00000243878
Q9H9F9,ENSP00000243903
P41968,ENSP00000243911
Q8N2H4,ENSP00000243918
P19957,ENSP00000243924
Q8IUB2,ENSP00000243938
P56381,ENSP00000243997
P19174,ENSP00000244007
Q13247,ENSP00000244020
Q9UL26,ENSP00000244040
Q16647,ENSP00000244043
O95863,ENSP00000244050
O95396,ENSP00000244051
Q9Y508,ENSP00000244061
P43363,ENSP00000244096
P12955,ENSP00000244137
Q01113,ENSP00000244174
Q96PE7,ENSP00000244217
Q9ULR5,ENSP00000244221
Q8WVK2,ENSP00000244227
O00566,ENSP00000244230
Q9P0M4,ENSP00000244241
Q05469,ENSP00000244289
Q6NXR0,ENSP00000244314
O95274,ENSP00000244333
P31997,ENSP00000244336
Q9H2S5,ENSP00000244360
Q9UK97,ENSP00000244426
Q96EU6,ENSP00000244496
Q13410,ENSP00000244513
O00478,ENSP00000244519
P09234,ENSP00000244520
Q14916,ENSP00000244527
P16402,ENSP00000244534
P62805,ENSP00000244537
Q8IV45,ENSP00000244565
Q5JTZ9,ENSP00000244571
Q02539,ENSP00000244573
Q9UJN7,ENSP00000244576
P58173,ENSP00000244623
Q9Y235,ENSP00000244669
Q9NP99,ENSP00000244709
Q96P44,ENSP00000244728
Q06945,ENSP00000244745
Q9HCH3,ENSP00000244751
P43307,ENSP00000244763
P54253,ENSP00000244769
O14944,ENSP00000244869
O95969,ENSP00000244926
O75556,ENSP00000244930
Q9P0I2,ENSP00000245046
Q8TE82,ENSP00000245105
Q8IYT4,ENSP00000245121
Q9BXC9,ENSP00000245157
P02795,ENSP00000245185
P00505,ENSP00000245206
Q96J94,ENSP00000245255
P10114,ENSP00000245304
Q12908,ENSP00000245312
P10914,ENSP00000245414
P12644,ENSP00000245451
P43116,ENSP00000245457
P48436,ENSP00000245479
Q9Y2R9,ENSP00000245539
Q9H6L4,ENSP00000245543
Q9BW27,ENSP00000245544
Q8TCD5,ENSP00000245552
Q9BUK6,ENSP00000245564
Q96N66,ENSP00000245615
O75022,ENSP00000245620
Q8WV83,ENSP00000245680
Q9Y5U4,ENSP00000245787
Q8NDX1,ENSP00000245796
O60542,ENSP00000245810
Q9BT30,ENSP00000245812
Q16740,ENSP00000245816
P41273,ENSP00000245817
Q8NI27,ENSP00000245838
P01024,ENSP00000245907
Q9BRG2,ENSP00000245908
P53539,ENSP00000245919
O75298,ENSP00000245923
P50552,ENSP00000245932
Q92797,ENSP00000245934
Q8NHU2,ENSP00000245957
P30305,ENSP00000245960
O43555,ENSP00000245983
Q9NPY3,ENSP00000246006
O60676,ENSP00000246012
Q9H1E5,ENSP00000246024
Q9NPJ1,ENSP00000246062
P60981,ENSP00000246069
Q9UJQ1,ENSP00000246070
P08579,ENSP00000246071
Q12870,ENSP00000246080
Q9NRC9,ENSP00000246081
Q9NQ03,ENSP00000246104
Q9H1M3,ENSP00000246105
Q9H808,ENSP00000246112
O95977,ENSP00000246115
Q969V3,ENSP00000246117
Q9GZP4,ENSP00000246151
P49356,ENSP00000246166
Q9Y5R2,ENSP00000246186
Q96P71,ENSP00000246190
Q9UKM9,ENSP00000246194
Q9UPG8,ENSP00000246229
P06132,ENSP00000246337
P55000,ENSP00000246515
Q9BTN0,ENSP00000246529
Q9H665,ENSP00000246532
Q9BRP1,ENSP00000246535
Q9UBT2,ENSP00000246548
Q9UBK5,ENSP00000246551
O14842,ENSP00000246553
P13646,ENSP00000246635
O76015,ENSP00000246646
P32248,ENSP00000246657
P35527,ENSP00000246662
P20393,ENSP00000246672
P36404,ENSP00000246747
P10301,ENSP00000246792
O14669,ENSP00000246794
Q9UJT2,ENSP00000246801
Q9NZM5,ENSP00000246802
Q9NZU1,ENSP00000246841
Q9Y3A5,ENSP00000246868
P47710,ENSP00000246891
P02808,ENSP00000246895
Q9UH92,ENSP00000246912
Q96J92,ENSP00000246914
Q12931,ENSP00000246957
Q8IWZ8,ENSP00000247001
Q9Y6V7,ENSP00000247003
P27539,ENSP00000247005
Q99470,ENSP00000247020
Q9H0G5,ENSP00000247026
P27918,ENSP00000247153
Q6ZNE5,ENSP00000247178
Q15398,ENSP00000247191
Q96EM0,ENSP00000247194
Q6SJ96,ENSP00000247219
Q9BX95,ENSP00000247225
A1L390,ENSP00000247226
P22794,ENSP00000247270
P23515,ENSP00000247271
O75638,ENSP00000247306
P27824,ENSP00000247461
Q9ULZ3,ENSP00000247470
Q9NRX4,ENSP00000247665
Q12933,ENSP00000247668
Q96I13,ENSP00000247706
Q8NG08,ENSP00000247815
O95619,ENSP00000247843
Q9NYW6,ENSP00000247879
Q9NYW5,ENSP00000247881
Q9NYW4,ENSP00000247883
Q9ULD5,ENSP00000247930
P35475,ENSP00000247933
Q96PQ6,ENSP00000247956
Q13526,ENSP00000247970
Q9NXK8,ENSP00000247977
Q9P2E2,ENSP00000247986
J3KMZ3,ENSP00000247992
Q9Y5W3,ENSP00000248071
O60412,ENSP00000248072
Q96RI0,ENSP00000248076
Q9NWW0,ENSP00000248089
Q9H910,ENSP00000248098
P55789,ENSP00000248114
O43761,ENSP00000248121
Q96S21,ENSP00000248139
Q9P2W3,ENSP00000248150
P21506,ENSP00000248211
Q8IUC6,ENSP00000248244
Q7L1V2,ENSP00000248248
Q8N6Q8,ENSP00000248306
Q9UBQ5,ENSP00000248342
P47887,ENSP00000248384
P68366,ENSP00000248437
P09327,ENSP00000248444
P04792,ENSP00000248553
P61952,ENSP00000248564
P63211,ENSP00000248572
Q05209,ENSP00000248594
Q14314,ENSP00000248598
Q9Y6J8,ENSP00000248600
O43933,ENSP00000248633
Q99551,ENSP00000248643
Q9P244,ENSP00000248668
Q9BPW5,ENSP00000248706
Q96RT7,ENSP00000248846
Q9BY27,ENSP00000248879
Q9UIA0,ENSP00000248901
Q96HU1,ENSP00000248929
Q9BYH1,ENSP00000248933
Q9UKI3,ENSP00000248948
Q9HCN8,ENSP00000248958
Q04917,ENSP00000248975
O75679,ENSP00000249007
Q00587,ENSP00000249014
Q99705,ENSP00000249016
O60755,ENSP00000249041
Q9BWW9,ENSP00000249044
Q8IWD4,ENSP00000249064
Q9BQE5,ENSP00000249066
P15153,ENSP00000249071
P15018,ENSP00000249075
O75439,ENSP00000249269
Q9NYV7,ENSP00000249284
O95777,ENSP00000249299
O15240,ENSP00000249330
Q9ULQ0,ENSP00000249344
Q9UBS3,ENSP00000249356
Q9HBW1,ENSP00000249363
Q99835,ENSP00000249373
P03999,ENSP00000249389
Q8IXJ6,ENSP00000249396
O75431,ENSP00000249442
P28356,ENSP00000249499
P28358,ENSP00000249501
P31277,ENSP00000249504
O00161,ENSP00000249647
Q9NZR1,ENSP00000249700
Q9NR61,ENSP00000249749
O94788,ENSP00000249750
Q9Y448,ENSP00000249776
Q9NWW5,ENSP00000249806
O14498,ENSP00000249842
Q9P2Z0,ENSP00000249861
Q9NPB9,ENSP00000249887
O95243,ENSP00000249910
P53618,ENSP00000249923
P15172,ENSP00000250003
P17752,ENSP00000250018
A0AVK6,ENSP00000250024
Q9BSJ6,ENSP00000250056
Q9UNY5,ENSP00000250076
P34810,ENSP00000250092
Q9BRA2,ENSP00000250101
P14415,ENSP00000250111
P51116,ENSP00000250113
O75352,ENSP00000250124
O95388,ENSP00000250160
Q9BXR0,ENSP00000250237
Q8IV48,ENSP00000250263
Q9Y240,ENSP00000250340
Q9UKR0,ENSP00000250351
P23946,ENSP00000250378
Q92843,ENSP00000250405
Q9UGN5,ENSP00000250416
P55317,ENSP00000250448
Q56P03,ENSP00000250454
Q9H6Z9,ENSP00000250457
Q15843,ENSP00000250495
P61803,ENSP00000250498
Q16878,ENSP00000250535
P61224,ENSP00000250559
Q16613,ENSP00000250615
Q15052,ENSP00000250617
P52961,ENSP00000250693
Q9GZZ6,ENSP00000250699
P22090,ENSP00000250784
O14598,ENSP00000250823
O14598,ENSP00000250825
Q15415,ENSP00000250831
Q92904,ENSP00000250863
Q9HBH9,ENSP00000250896
Q9BXK1,ENSP00000250916
Q96GS6,ENSP00000250974
Q9NSC2,ENSP00000251020
Q6PJT7,ENSP00000251038
P49257,ENSP00000251047
Q9UNK9,ENSP00000251089
Q14028,ENSP00000251102
Q9BWV3,ENSP00000251108
Q68DK2,ENSP00000251119
Q8IZF0,ENSP00000251127
E7EWW0,ENSP00000251143
Q96N67,ENSP00000251157
P57737,ENSP00000251166
O43304,ENSP00000251170
Q9BYU1,ENSP00000251203
Q8IX18,ENSP00000251241
Q8N5C7,ENSP00000251250
Q7Z7M0,ENSP00000251268
Q9UK13,ENSP00000251269
Q9UL51,ENSP00000251287
Q96ID5,ENSP00000251296
Q9BQ83,ENSP00000251303
P19087,ENSP00000251337
Q9HA82,ENSP00000251363
O75019,ENSP00000251372
Q9NRH3,ENSP00000251412
P23258,ENSP00000251413
Q9Y2H9,ENSP00000251472
Q9BPX3,ENSP00000251496
Q5R372,ENSP00000251507
P18054,ENSP00000251535
Q6UWM9,ENSP00000251566
O95450,ENSP00000251582
Q9H6Q4,ENSP00000251588
P69905,ENSP00000251595
Q96Q11,ENSP00000251607
Q7Z478,ENSP00000251636
Q96C10,ENSP00000251642
Q99456,ENSP00000251643
Q15323,ENSP00000251645
Q14525,ENSP00000251646
Q5TH69,ENSP00000251691
Q9BY07,ENSP00000251768
O95219,ENSP00000251775
Q7LG56,ENSP00000251810
Q9BXT4,ENSP00000251864
Q9NVC6,ENSP00000251871
Q9UQR0,ENSP00000251900
Q8N323,ENSP00000251921
Q99816,ENSP00000251968
Q6ICG6,ENSP00000251993
Q9H5Z1,ENSP00000252011
Q8TEL6,ENSP00000252015
Q5TEA3,ENSP00000252032
O75344,ENSP00000252037
Q8IWT3,ENSP00000252050
Q9C0K3,ENSP00000252071
O60330,ENSP00000252085
Q9Y5F6,ENSP00000252087
Q96DC7,ENSP00000252100
O43678,ENSP00000252102
Q96DF8,ENSP00000252137
Q29980,ENSP00000252229
P13647,ENSP00000252242
P04264,ENSP00000252244
O95678,ENSP00000252245
P48668,ENSP00000252250
P04259,ENSP00000252252
J3KMZ8,ENSP00000252268
Q9NY28,ENSP00000252318
P22460,ENSP00000252321
O75949,ENSP00000252338
P51911,ENSP00000252456
Q92692,ENSP00000252483
P02649,ENSP00000252486
Q8N6M5,ENSP00000252505
O95257,ENSP00000252506
Q9UIA9,ENSP00000252512
Q17RN3,ENSP00000252530
Q14151,ENSP00000252542
O14594,ENSP00000252575
Q9BX97,ENSP00000252590
Q10589,ENSP00000252593
Q6PCB7,ENSP00000252595
Q8N6Y0,ENSP00000252597
Q8NBJ5,ENSP00000252599
Q9BQ48,ENSP00000252602
O95336,ENSP00000252603
Q9UK45,ENSP00000252622
Q03111,ENSP00000252674
O95972,ENSP00000252677
O43707,ENSP00000252699
O95299,ENSP00000252711
P01588,ENSP00000252723
Q9BXT2,ENSP00000252729
Q9HCJ5,ENSP00000252744
Q96H86,ENSP00000252797
Q92626,ENSP00000252804
Q99988,ENSP00000252809
P17535,ENSP00000252818
P23327,ENSP00000252825
Q8TD43,ENSP00000252826
Q8N988,ENSP00000252840
Q9Y6R0,ENSP00000252891
Q9UBB4,ENSP00000252934
Q9NYX4,ENSP00000252939
P02008,ENSP00000252951
P50219,ENSP00000252971
Q9Y3M9,ENSP00000252979
Q6P2H3,ENSP00000252992
O00268,ENSP00000252996
Q9BWX5,ENSP00000252997
Q8NC74,ENSP00000252998
O15230,ENSP00000252999
Q9H4Q4,ENSP00000253008
P61081,ENSP00000253023
Q13263,ENSP00000253024
Q9BWQ6,ENSP00000253031
P41091,ENSP00000253039
Q9NX00,ENSP00000253047
Q9UPT8,ENSP00000253048
Q02779,ENSP00000253055
P58004,ENSP00000253063
Q6P9F0,ENSP00000253079
O75146,ENSP00000253083
Q9NQ55,ENSP00000253107
O75821,ENSP00000253108
Q8NI99,ENSP00000253109
Q9NUL5,ENSP00000253110
Q9BUY5,ENSP00000253115
P48029,ENSP00000253122
Q9NQX6,ENSP00000253144
Q9NS82,ENSP00000253188
O75074,ENSP00000253193
Q9BQ67,ENSP00000253237
Q9H8H0,ENSP00000253247
Q9NTG1,ENSP00000253255
A1L443,ENSP00000253262
Q76EJ3,ENSP00000253270
Q8WUA2,ENSP00000253329
Q8TDL5,ENSP00000253354
Q96DR5,ENSP00000253362
Q14498,ENSP00000253363
Q96PH6,ENSP00000253381
Q9NR19,ENSP00000253382
O75973,ENSP00000253407
A0A1X7SBR3,ENSP00000253408
Q9P298,ENSP00000253410
P36543,ENSP00000253413
O43402,ENSP00000253457
Q14687,ENSP00000253458
Q9Y248,ENSP00000253462
P00748,ENSP00000253496
O75027,ENSP00000253577
Q9BT25,ENSP00000253669
Q9BY15,ENSP00000253673
P82663,ENSP00000253686
Q9Y6W3,ENSP00000253693
Q8ND61,ENSP00000253697
Q9H1K0,ENSP00000253699
O96009,ENSP00000253719
P50479,ENSP00000253754
O94808,ENSP00000253778
Q9BRG1,ENSP00000253794
O60895,ENSP00000253796
O75106,ENSP00000253799
P35575,ENSP00000253801
Q9H158,ENSP00000253807
Q9Y5H0,ENSP00000253812
Q9BT67,ENSP00000253814
Q96A65,ENSP00000253861
Q13136,ENSP00000253925
Q4VC44,ENSP00000253928
Q9HBU1,ENSP00000253968
Q5JSH3,ENSP00000254029
Q8N567,ENSP00000254037
Q8IZW8,ENSP00000254051
P10276,ENSP00000254066
Q9BYQ0,ENSP00000254072
Q9UD71,ENSP00000254079
P49326,ENSP00000254090
O43741,ENSP00000254101
P35637,ENSP00000254108
P52740,ENSP00000254166
Q9HBJ7,ENSP00000254181
Q86X52,ENSP00000254190
P09661,ENSP00000254193
Q15466,ENSP00000254227
Q9NVV9,ENSP00000254250
Q8IUC4,ENSP00000254260
Q9NZ32,ENSP00000254286
P17931,ENSP00000254301
P25685,ENSP00000254322
Q9H7M6,ENSP00000254323
P22670,ENSP00000254325
Q0VDD7,ENSP00000254336
Q66K64,ENSP00000254337
P19474,ENSP00000254436
Q9Y4E6,ENSP00000254442
Q92922,ENSP00000254480
P48066,ENSP00000254488
Q8TEM1,ENSP00000254508
P56937,ENSP00000254521
Q9BXX0,ENSP00000254528
Q96M86,ENSP00000254579
O43159,ENSP00000254605
Q9Y5J6,ENSP00000254616
Q14156,ENSP00000254624
Q02509,ENSP00000254627
Q96EY7,ENSP00000254630
Q9H0C8,ENSP00000254654
O15055,ENSP00000254657
O60894,ENSP00000254661
P23469,ENSP00000254667
Q9BX69,ENSP00000254691
Q684P5,ENSP00000254695
P27694,ENSP00000254719
P36955,ENSP00000254722
P57772,ENSP00000254730
Q9NZJ6,ENSP00000254759
Q9HBV1,ENSP00000254765
Q9NS86,ENSP00000254770
Q12849,ENSP00000254799
Q9NQZ2,ENSP00000254803
P84243,ENSP00000254810
Q96LD4,ENSP00000254816
O15054,ENSP00000254846
Q02846,ENSP00000254854
Q8IUN9,ENSP00000254868
P52758,ENSP00000254878
O00339,ENSP00000254898
Q9H0E9,ENSP00000254900
O75616,ENSP00000254928
Q9Y221,ENSP00000254940
Q15554,ENSP00000254942
Q9UN37,ENSP00000254950
P78504,ENSP00000254958
Q96MM6,ENSP00000254963
P60880,ENSP00000254976
Q9UKK6,ENSP00000254998
Q8WYP3,ENSP00000255006
P31391,ENSP00000255008
P02741,ENSP00000255030
Q9GZV7,ENSP00000255039
P02743,ENSP00000255040
P38935,ENSP00000255078
Q96HD9,ENSP00000255082
Q9Y4I5,ENSP00000255087
Q9BQC3,ENSP00000255108
P49321,ENSP00000255120
Q96MP5,ENSP00000255152
Q9NX31,ENSP00000255174
Q9UI17,ENSP00000255189
Q9H2M3,ENSP00000255192
O00203,ENSP00000255194
Q96IU2,ENSP00000255198
Q9H2B2,ENSP00000255224
Q15849,ENSP00000255226
Q9GZQ4,ENSP00000255262
P16499,ENSP00000255266
Q5W0Q7,ENSP00000255304
Q9C0E2,ENSP00000255305
Q9BXT8,ENSP00000255324
P20309,ENSP00000255380
Q9Y623,ENSP00000255381
Q9UBM1,ENSP00000255389
O75880,ENSP00000255390
P36222,ENSP00000255409
Q13203,ENSP00000255416
P78396,ENSP00000255465
O00287,ENSP00000255476
Q8TEB7,ENSP00000255499
Q9BX70,ENSP00000255608
Q86Y97,ENSP00000255613
Q9NZL4,ENSP00000255631
P78368,ENSP00000255641
Q9BQ69,ENSP00000255681
Q9UL19,ENSP00000255688
Q9NWW9,ENSP00000255695
Q9BTT4,ENSP00000255764
Q9H6E4,ENSP00000255784
Q9UDX3,ENSP00000255858
P42356,ENSP00000255882
Q9UHC7,ENSP00000255977
Q9P1U1,ENSP00000256001
P30990,ENSP00000256010
P62324,ENSP00000256015
P01116,ENSP00000256078
O15397,ENSP00000256079
P02689,ENSP00000256103
P15090,ENSP00000256104
Q9P031,ENSP00000256151
Q9Y5Y7,ENSP00000256178
Q86WG5,ENSP00000256190
O94851,ENSP00000256194
P62070,ENSP00000256196
Q96BY9,ENSP00000256255
Q9H9V4,ENSP00000256257
Q9BV47,ENSP00000256261
Q9UKR5,ENSP00000256319
Q9P2D8,ENSP00000256339
Q9H7T0,ENSP00000256343
Q9H8Y1,ENSP00000256362
P57105,ENSP00000256366
Q92623,ENSP00000256367
P05198,ENSP00000256383
Q9H9T3,ENSP00000256398
Q96S96,ENSP00000256404
O15204,ENSP00000256412
Q9UBB5,ENSP00000256429
Q9Y5U9,ENSP00000256433
P82909,ENSP00000256441
P14635,ENSP00000256442
P50613,ENSP00000256443
Q99467,ENSP00000256447
O43187,ENSP00000256458
Q14012,ENSP00000256460
P40337,ENSP00000256474
O14503,ENSP00000256495
Q92611,ENSP00000256497
O00533,ENSP00000256509
Q7L8W6,ENSP00000256538
Q9H079,ENSP00000256544
Q9NPA0,ENSP00000256545
P01222,ENSP00000256592
P46439,ENSP00000256593
Q99523,ENSP00000256637
A0A8Z5A536,ENSP00000256644
Q04721,ENSP00000256646
Q9H8W5,ENSP00000256649
P61204,ENSP00000256682
Q96QD8,ENSP00000256689
Q9ULH0,ENSP00000256707
Q5EBM0,ENSP00000256722
Q9BYT9,ENSP00000256737
P19883,ENSP00000256759
Q9BXR6,ENSP00000256785
Q76MJ5,ENSP00000256797
O43776,ENSP00000256854
P07492,ENSP00000256857
Q9P260,ENSP00000256858
